PartnerRefCD,NoOfPoints,CompanyMileagePlanNumber,TransactionDate,LastName
LACNFU0272120173003,203,925473706,2023-08-29,Telecable Systems, Inc
HSBYWC0272120303586,79,727450102,2025-10-14,Young Brothers
YFUJGM0272120226255,286,811362241,2025-10-13,Modivcare
EKAXCR0272120311837,114,587887134,2025-10-06,Hawaii State Senate
WICGMH0272119933877,138,997233355,2025-10-10,HEMIC Admin
QURLPE0272120541143,172,833477875,2021-08-03,Kaiser Permanente - Patient - Travel 6 191082026
CNUEEM0272119754589,102,421240363,2024-09-16,The Salvation Army-Ray & Joan Kroc Corps Comm Ctr
WLJHHY0272120548433,203,979715225,2022-11-06,Tihati Productions, Ltd.
CNUEEM0272119754590,102,421240363,2024-09-16,The Salvation Army-Ray & Joan Kroc Corps Comm Ctr
MCCUSX0272120203045,249,663719000,2025-10-10,The Nature Conservancy
IJRZTO0272120215541,152,448233892,2025-10-13,Dorvin D Leis Co Inc
DYKQNC0272120118822,152,427553475,2025-10-12,Maryl Group Construction Inc 1
UYCLWX0272119612141,171,902073270,2025-10-07,JD Painting & Decorating, Inc.
MIHLGE0272119611486,171,902073270,2025-10-07,JD Painting & Decorating, Inc.
HEUJWT0272119945529,147,592262215,2025-10-10,Hawaii Gas 1
MEQQCC0272121342692,165,902362285,2025-10-24,Grace Pacific LLC Shop Plants and Quarry
LBPYSH0272121323222,175,950901195,2025-10-09,Word of Life Christian Center
OMOABW0272121377752,180,440340876,2025-10-23,HTBYB Direct Bill
INOHBN0272118711545,608,152681944,2025-06-08,BRISTOL BAY AREA HEALTH CO
SOPNQF0272119232800,258,628576535,2022-06-29,Pacific Concrete Cutting & Coring, Inc
SRHTBJ0272119232204,313,921969521,2025-10-03,Rotary District 5000
OLGEGQ0272118764706,248,972885325,2025-09-29,PAMCAH-UA Local 675
OLGEGQ0272118764707,248,972885325,2025-09-29,PAMCAH-UA Local 675
EIXNFR0272118893030,254,619749793,2025-09-30,Zelinsky Company
UHJMWY0272119248434,180,790449424,2025-10-03,T & T Electric, Inc.
MKOJRL0272119157630,1057,774303530,2025-09-29,Foodland 2
UETGOC0272119246460,102,536909332,2019-09-19,Hawaii Organ Procurement Organization
MPWEDC0272119144130,216,833477875,2021-07-06,Kaiser Permanente - Patient - Travel 6 191082026
ATUBXM0272119017849,174,929119730,2024-07-24,Hawaii USA Federal Credit Union 1
UFNUGD0272119234212,87,458771316,2025-03-25,T3 Wireless and Associates Inc
GISFYN0272119002770,188,843913254,2025-10-01,Kazi Restaurants of Hawaii Inc Burger King
OXOSDR0272119228256,87,568649141,2025-10-03,Nordic PCL Construction-Execs
EDDFFH0272119235851,225,437287712,2025-09-30,Kaiser Permanente Travel 7
EDDFFH0272119234192,225,437287712,2025-09-30,Kaiser Permanente Travel 7
EHAJTX0272119128395,116,682049480,2025-10-02,Hawaiian Cement
SGALIK0272119209493,151,425865462,2025-09-26,BEK, Inc.
JZOXQQ0272119133193,211,545564880,2023-06-21,MCCABE HAMILTON & RENNY
MAKSPM0272118912607,185,828936603,2025-09-30,Mokulua Solar LLC
LFEMBC0272118659541,83,831332563,2025-09-28,EMCO Construction LLC
EIENYM0272119143047,273,905222124,2022-01-12,QRSE, LLC
MAKSPM0272118912609,185,828936603,2025-09-30,Mokulua Solar LLC
NXTABG0272119138200,211,545564880,2025-10-02,MCCABE HAMILTON & RENNY
OMCSCZ0272118780464,198,488940255,2025-09-29,Kaiser Permanete - Travel Kacie
NYDIOW0272118999196,194,951997653,2023-07-23,Pacific AquaScapes Inc
YFLGFG0272119012814,259,843913254,2022-10-19,Kazi Restaurants of Hawaii Inc Burger King
SWYWDY0272119026145,262,714322361,2025-10-01,ADSCO Corporation
KDQIOG0272119229835,188,969093296,2022-05-28,Philips Healthcare
OXCQJU0272119235228,231,843913254,2024-09-02,Kazi Restaurants of Hawaii Inc Burger King
FDJSBH0272120884186,166,400409741,2025-08-19,Charter Communications
NNGORQ0272121095550,269,555906875,2023-06-23,KAISER TRAVEL-NORA
YWAKXI0272120216542,180,415745643,2025-10-13,Hawaii Forklift Service Inc
GVVFMX0272120442501,253,935318720,2023-01-05,KS Kaipuwaiola 99
DTDUKR0272120652052,165,984083811,2019-08-22,Hawaiian Dredging Construction Co Maui
ABKSTM0272120457866,178,996780632,2025-10-15,SOH DLNR DAR
DEBFMT0272121098215,171,903152736,2024-01-10,GKGC Inc
QTIATK0272120204552,248,774303530,2025-10-13,Foodland 2
JZEMVV0272120988364,272,869445920,2025-10-21,Austin, Tsutsumi & Assoc., Inc
GHYPKQ0272120999093,178,537811875,2025-10-21,SOH DOE Kauai Complex Area 
MMIHWT0272120446539,254,774303530,2025-10-15,Foodland 2
OUOSVY0272120254042,203,44309451,2025-10-14,BP AVIATION
EFGXJE0272121222515,203,650641143,2023-10-03,Island Comfort Inc
DVANRS0272120646473,185,769289931,2019-08-22,SOH DCCA Director's Office
WVZWUO0272120639944,160,431657774,2025-10-17,SOH DLNR Chairperson's Office
OLXRYV0272121219452,188,569605794,2025-10-23,Bowers and Kubota Consulting
WYFDNK0272121243224,240,464332573,2025-03-30,One Slap Entertainment
GMLJCX0272120206349,180,963774464,2025-10-13,Retina Institute of Hawaii
FSRBLT0272120986691,170,790851666,2025-10-21,Hawaii Transportation Association
DXGHDM0272120169621,140,454675454,2025-10-01,Kaiser Permanente - Hawaii Permanente Medical Group 191017482
JUATUO0272120892833,158,585250890,2025-10-20,SOH DOT Administration
CDSDNX0272120889866,199,585250890,2025-10-20,SOH DOT Administration
IHBYUN0272121101983,188,982306592,2021-09-17,Gordon Mechanical LLC
CDSDNX0272120889864,199,585250890,2025-10-20,SOH DOT Administration
FRJQBH0272119610883,152,756868954,2025-10-07,Pacific Security Integrations
CDSDNX0272120889865,199,585250890,2025-10-20,SOH DOT Administration
YGTCPK0272121097996,188,974709993,2020-06-11,Pape Machinery
LJGARR0272121108821,174,642593836,2023-01-26,CBRE, Inc.
OMYVBH0272121235986,106,605853614,2025-10-23,Hawaiian Pacific Freight, LLC
MDMTSA0272119938184,157,774303530,2024-01-14,Foodland 2
JMOXHV0272121244487,87,493930216,2025-10-23,Project Vision Hawaii
EKPAOX0272120891981,254,998598215,2025-10-20,Epic Ohana Conferencing
YHSDQC0272121102116,165,555906875,2025-10-22,KAISER TRAVEL-NORA
IFQKXS0272119509276,180,634467783,2025-10-06,Aloha Care Employees
JWFJQD0272120987175,203,535215925,2025-10-21,Central Pacific Bank
IKHZMZ0272120972468,203,892956400,2021-09-06,Kawaikini Charter School
MANPWI0272120560051,149,431657774,2023-07-05,SOH DLNR Chairperson's Office
FURYRY0272120988889,315,640614973,2025-10-21,Operating Engineers Local Union No. 3
GFSQQR0272120991095,231,776828220,2021-12-29,SOH DHHL Land Development Division
SVJIMH0272120300380,180,505709481,2025-10-13,SOH DOE School Transformation Branch
QAZVOG0272121100509,340,794445083,2025-10-22,Maui Electric Company Meter Shop
QCNQBS0272120524941,713,34384280,2025-10-16,ALASKA NATIVE MEDICAL CENT
YRORZL0272118322876,136,454675454,2025-09-24,Kaiser Permanente - Hawaii Permanente Medical Group 191017482
IEIIXK0272119127440,203,662978315,2020-08-17,The Episcopal Church in Hawaii
IHKSJG0272119500113,203,935318720,2020-01-11,KS Kaipuwaiola 99
UUBENO0272120553829,204,506630364,2025-10-16,SOH DOT Airports
GFSQQR0272120991094,231,776828220,2021-12-29,SOH DHHL Land Development Division
OJZBOF0272121220315,415,650641143,2023-06-23,Island Comfort Inc
CXOQAP0272121094681,188,437985623,2022-09-07,Plumbers & Fitters Local 675
GGZVAF0272120714664,161,627199635,2021-02-16,Kaiser Permanente - Patient - Travel 5 191078486 1
WMUATL0272120703967,959,34384280,2019-11-04,ALASKA NATIVE MEDICAL CENT
GICDVY0272120995578,194,437287712,2022-11-10,Kaiser Permanente Travel 7
NTPDBK0272120615077,152,474061803,2025-10-17,Smalt and Company, Inc
WOIVVJ0272120996827,175,448233892,2020-09-14,Dorvin D Leis Co Inc
CAZKGA0272120894071,170,478398815,2025-10-20,Hawaii Community Foundation
MPADLW0272120888581,303,847041506,2025-10-14,Jas W Glover Ltd
NNCNQE0272121103473,165,555906875,2023-06-18,KAISER TRAVEL-NORA
EJFQBI0272120901717,79,859861844,2024-07-01,SOH-HIDOE-HSDB
WJOUSN0272121299004,161,663301310,2025-10-15,SOH COM Office of the Mayor
GWGIRW0272120444979,257,820325586,2025-10-15,Times Supermarket
KWIXNA0272120557871,217,858370262,2025-10-16,Shioi Construction Inc
GOGVKV0272120457891,199,820325586,2025-02-13,Times Supermarket
NVDPVU0272121308279,171,948820375,2023-07-27,Group Builders Inc 
GWGIRW0272120444980,257,820325586,2025-10-15,Times Supermarket
WGTQSF0272120562457,301,134734110,2019-05-01,GOODFELLOW BROS., INC.
KWIXNA0272120557872,217,858370262,2025-10-16,Shioi Construction Inc
KWHJOX0272120562455,301,134734110,2024-10-04,GOODFELLOW BROS., INC.
IZAUVA0272121166785,151,834538832,2020-01-07,Starr and Company Inc
GPDCRO0272120445960,157,825631155,2019-09-17,Envision Networked Solutions
WYVBCL0272120644734,151,487695320,2025-10-17,Sync Drywall Systems
NGOHTZ0272120378575,143,786162893,2025-10-13,PT Hawaii, Inc.
MHYRNT0272119613596,145,454675454,2025-10-07,Kaiser Permanente - Hawaii Permanente Medical Group 191017482
GBBFWQ0272121305880,171,948820375,2024-11-05,Group Builders Inc 
OLFSTF0272121232239,299,512577870,2025-10-23,Hawaiian Telcom Inc Legal
UNOZYO0272121064028,231,545267542,2025-10-10,HGEA Oahu Division
UQJBEQ0272120550684,171,588733386,2024-12-06,Maui Health System
ONXYVY0272120018621,245,545267542,2025-10-11,HGEA Oahu Division
CBLVDU0272121168447,180,569022930,2019-08-01,Paakai Communications
NLBEMR0272120885184,254,535215925,2025-10-20,Central Pacific Bank
AGACDL0272120646404,272,902362285,2025-10-17,Grace Pacific LLC Shop Plants and Quarry
ABKSTM0272120457868,178,996780632,2025-10-15,SOH DLNR DAR
UVXNQZ0272119609226,161,774303530,2025-10-07,Foodland 2
FCNKBK0272120885888,102,922206563,2022-04-18,Island Express Systems
ABKSTM0272120457869,178,996780632,2025-10-15,SOH DLNR DAR
WHFZHE0272120556074,166,592262215,2025-10-16,Hawaii Gas 1
JZEMVV0272120988360,272,869445920,2025-10-21,Austin, Tsutsumi & Assoc., Inc
GOFQEC0272120451021,188,637472883,2023-08-21,Hilo Bay Island Creations
FLTLQG0272120530297,272,448233892,2025-10-16,Dorvin D Leis Co Inc
SGHXLC0272120893259,202,805758951,2019-09-12,InSynergy Engineering Inc.
JZEMVV0272120988362,272,869445920,2025-10-21,Austin, Tsutsumi & Assoc., Inc
JZEMVV0272120988361,272,869445920,2025-10-21,Austin, Tsutsumi & Assoc., Inc
NSCJUQ0272120556075,166,592262215,2025-10-16,Hawaii Gas 1
GCKHUL0272121091519,188,577353755,2025-10-16,First Pacific Builders LLC
GCKHUL0272121094449,188,577353755,2025-10-16,First Pacific Builders LLC
JZEMVV0272120988359,272,869445920,2025-10-21,Austin, Tsutsumi & Assoc., Inc
WXQUNJ0272120835132,180,847041506,2025-10-17,Jas W Glover Ltd
WWDAUL0272121236105,171,402867916,2025-10-23,Kaiser Permanente - Patient - Main Travel Dept 191026830
MZCKTR0272120884745,152,776828220,2019-09-18,SOH DHHL Land Development Division
AHWWPL0272120646569,147,428550032,2019-09-03,SOH DOE Maui High School
AHWWPL0272120646571,147,428550032,2019-09-03,SOH DOE Maui High School
HBIFVA0272121118490,175,706533343,2021-04-11,Kauluwao
LMKIID0272120550400,148,491156912,2023-12-05,Aloha Sunshine Tours LLC
GBPORJ0272120553615,129,432061685,2025-09-25,PATCH - People Attentive to Children
NCVOSJ0272119960482,2756,724923802,2025-10-10,Piliholeis
AOWDRR0272120986351,147,795442130,2025-07-22,Handcrafted Restaurants LLC
IDNUUY0272120719258,138,540069456,2025-10-18,Roman Catholic Church in the State of Hawaii
FBJZXX0272120885406,147,540069456,2025-10-20,Roman Catholic Church in the State of Hawaii
HIWPFC0272121012806,189,731656645,2025-10-21,Hensel Phelps Construction Co,
DAWKNJ0272119888836,732,34384280,2025-10-09,ALASKA NATIVE MEDICAL CENT
HWHVVH0272121371984,134,639687506,2025-09-30,HAWAII LIFE FLIGHT
WISLXF0272120994619,203,449934531,2022-11-27,Aloha Construction, Inc.
ABXVRN0272121354003,157,640625720,2025-10-24,Campervan Hawaii LLC
OAGLSX0272120640242,175,994843080,2025-10-17,State of Hawaii Organization of Police Officers (SHOPO)
UOGOCR0272120449285,120,581489720,2025-10-15,Foundations Hawaii, Inc.
HJZCLU0272120991773,340,698005512,2025-02-05,Tory's Roofing & Waterproofing, Inc.
ODKPNC0272120642311,129,621878526,2023-07-04,Oceanit Laboratories
CFYRRF0272120309810,129,586920622,2025-10-14,Patterson Dental
HJZCLU0272120991002,340,698005512,2025-02-05,Tory's Roofing & Waterproofing, Inc.
GGZTFP0272120988956,131,555906875,2021-10-04,KAISER TRAVEL-NORA
CQCRTF0272120640573,175,994843080,2021-11-19,State of Hawaii Organization of Police Officers (SHOPO)
NXWGYN0272120911735,175,811362241,2025-10-20,Modivcare
IPTKCG0272121000689,131,555906875,2025-10-21,KAISER TRAVEL-NORA
UEBPKO0272120570306,245,660911495,2025-10-16,UHA
HGARIE0272119228173,110,643254426,2025-10-03,Greeters of Hawaii, LTD.
MFVMLV0272119620693,134,650743634,2025-10-07,Parents & Children Together HNL
YTAVPO0272120445792,161,832096241,2025-10-15,MC&A
LRRCBC0272121102654,138,615647480,2020-02-20,CSM ELECTRIC LLC
EJVGEA0272120897314,138,928547594,2025-10-20,Transdev Health Solutions
EBPSUP0272120212242,131,862157940,2021-05-21,UH GEAR UP HAWAII
JSDYTD0272120886447,171,426501110,2025-10-20,Hawaii Coffee Company, LLC
EJVGEA0272120897315,138,928547594,2025-10-20,Transdev Health Solutions
YPJXKA0272121052252,130,925473706,2019-11-28,Telecable Systems, Inc
UDIIDS0272119023813,50,454675454,2025-10-01,Kaiser Permanente - Hawaii Permanente Medical Group 191017482
LMNRLJ0272121055272,239,765164444,2021-05-14,Beachside Roofing, LLC
EKGUDF0272120887314,147,506630364,2025-10-20,SOH DOT Airports
URQWTI0272120552584,129,420192872,2025-10-16,SOH DBEDT LUC
KJNSZZ0272121084902,171,474106286,2024-07-11,Seven Eleven
AUXZNJ0272119012563,128,940572684,2023-02-20,Sim Investment Properties LLC
OKMWNT0272120638336,138,653269853,2025-10-17,Ka'iwa Construction Inc
MXURPU0272120899771,216,555906875,2024-07-27,KAISER TRAVEL-NORA
SKRZLF0272121083372,138,992346003,2025-10-07,Servco Corporate Admin
MYMAEW0272120890256,350,447914364,2024-04-26,GREENPATH TECHNOLOGIES
HJRJWT0272121000842,186,847041506,2020-02-07,Jas W Glover Ltd
GWNRJT0272119836973,217,876814190,2025-10-09,SSFM International
DDBSDJ0272119845959,166,774303530,2023-02-08,Foodland 2
HKDPXM0272120997937,131,555906875,2024-09-06,KAISER TRAVEL-NORA
USSGHO0272120963082,171,448233892,2025-10-16,Dorvin D Leis Co Inc
UTSYBU0272119745134,217,869445920,2021-07-08,Austin, Tsutsumi & Assoc., Inc
NPZGRP0272121104965,244,850223010,2025-10-16,Unitek Insulation, LLC
UMGJHC0272120307663,114,488940255,2022-09-14,Kaiser Permanete - Travel Kacie
KTMYGA0272121060722,138,810160330,2025-08-27,Hawaii Stevedores Inc Dispatch I
YUGXCT0272120994535,185,811362241,2019-05-19,Modivcare
KTMYGA0272121061787,138,810160330,2025-08-27,Hawaii Stevedores Inc Dispatch I
WZAKAR0272120641403,171,994843080,2024-08-26,State of Hawaii Organization of Police Officers (SHOPO)
OCYOCH0272120639199,240,454211634,2025-01-04,Fun Factory Inc
WFDEAR0272120984203,350,928547594,2025-10-20,Transdev Health Solutions
YRLQHJ0272120717506,242,437874161,2025-10-18,Girl Scouts of Hawaii
SVYBPM0272119809132,138,709479186,2025-10-01,BF Tile Inc
SIIJAE0272120893801,131,833477875,2025-10-20,Kaiser Permanente - Patient - Travel 6 191082026
JSQCNY0272120892270,131,424067954,2024-08-17,SOH DHS MQD Finance Office
CAXRFR0272121566758,350,688486956,2024-03-14,Cades Schutte LLP
CMTMCJ0272121196790,692,140867532,2025-08-18,RUEN DRILLING, INC.
WGNZNB0272119085869,470,262686631,2019-05-02,PATHFINDER AVIATION
JYFDCM0272121058028,147,811362241,2020-02-18,Modivcare
IZZCMP0272121108043,147,535215925,2025-10-22,Central Pacific Bank
OIGLTV0272121417904,75,488940255,2025-10-25,Kaiser Permanete - Travel Kacie
WMAHPH0272121298463,642,114522321,2025-10-24,SE ALASKA REGIONAL HEALTH
KBQGBY0272121490952,157,541460835,2025-03-18,808 Support Services, LLC
GHCBJX0272121615913,152,774303530,2025-10-21,Foodland 2
WSBNTJ0272121057091,262,595139403,2021-12-27,Moana Ohana LLC
OIGLTV0272121417903,75,488940255,2025-10-25,Kaiser Permanete - Travel Kacie
CTTEXM0272121102284,160,982306592,2022-03-15,Gordon Mechanical LLC
HBOMZH0272121110053,152,928547594,2025-10-22,Transdev Health Solutions
LABJGE0272118198239,341,38139640,2024-12-03,CTT DESTINATIONS
LABJGE0272118198242,341,38139640,2024-12-03,CTT DESTINATIONS
DOOGAP0272121424185,194,491156912,2025-10-25,Aloha Sunshine Tours LLC
JYFDCM0272121056614,147,811362241,2020-02-18,Modivcare
HJBPGC0272119838790,171,853030743,2025-10-09,Southern Glazer Wine and Spirits
YXIMHE0272120205806,138,992668725,2025-07-01,Hawaiian Paradise Coffee
UUCXGL0272119944146,217,928547594,2025-10-10,Transdev Health Solutions
JGKZQZ0272119728885,102,469236165,2022-04-03,Bottomley Builders
UEXXPJ0272119068106,1785,59287406,2025-09-22,GCI COMMERCIAL SERVICES NA
KBBWPA0272119229871,120,757577273,2025-10-03,Kanuikapono Public Charter School
AMOGLQ0272119235087,231,935318720,2025-10-03,KS Kaipuwaiola 99
NUVSAT0272119840851,271,700974853,2023-06-09,SIMMONS STEEL CORPORATION
NUBVML0272119838491,134,974709993,2025-10-09,Pape Machinery
WDKKPG0272119737299,313,425865462,2025-10-08,BEK, Inc.
WDKKPG0272119737293,313,425865462,2025-10-08,BEK, Inc.
CVQIQT0272119232354,199,935318720,2022-04-18,KS Kaipuwaiola 99
GMXATT0272120207332,208,415379403,2021-06-05,REEF Development of HI, Inc.
GVXTIZ0272119835036,272,969698100,2025-10-09,Maui Kupono Builders, LLC
YZJTWO0272120218789,171,402867916,2024-04-14,Kaiser Permanente - Patient - Main Travel Dept 191026830
NTDUEJ0272120091734,240,671266046,2024-11-11,Kings Cathedral
MRFZDO0272120036439,127,488940255,2022-06-21,Kaiser Permanete - Travel Kacie
ESFVUS0272120101933,131,488940255,2020-02-17,Kaiser Permanete - Travel Kacie
DEKBNI0272119758873,203,713905054,2020-12-23,Mental Health Kokua
NNUCJR0272119918609,166,811362241,2023-06-09,Modivcare
INPENI0272119633884,259,686091766,2020-10-29,Suisan Company, Ltd.
ILOXDP0272119635931,203,501315861,2024-09-03,Kauai Economic Development Board
FGOZOF0272119858019,254,951997653,2019-09-17,Pacific AquaScapes Inc
MHZLVF0272119835339,144,993248885,2025-10-09,American Standard Concrete Pumping Hawaii, Inc
GXJLQU0272119837667,130,581489720,2025-10-09,Foundations Hawaii, Inc.
FPQCTA0272119843722,116,581489720,2019-05-20,Foundations Hawaii, Inc.
MHZLVF0272119835340,144,993248885,2025-10-09,American Standard Concrete Pumping Hawaii, Inc
EGLFMH0272119732607,314,811362241,2025-10-08,Modivcare
WMIGLS0272119143516,446,869520223,2025-10-02,Haley's Christmas Trees
IFIIQH0272119499193,171,545449424,2025-10-06,Primatech Construction Inc.
MEWAYA0272120459060,217,948820375,2025-10-15,Group Builders Inc 
OBUBTI0272118763479,129,774303530,2025-09-29,Foodland 2
AYGXPQ0272120205357,227,134794741,2019-09-18,VALLEY MECHANICAL CONTRACT
EJAXAU0272120028347,175,999664271,2022-07-06,Honsador Lumber Corporation
HTAVVK0272120307696,340,619749793,2024-09-20,Zelinsky Company
EJAXAU0272120028346,175,999664271,2022-07-06,Honsador Lumber Corporation
OPEFJC0272120329506,180,627199635,2025-10-14,Kaiser Permanente - Patient - Travel 5 191078486 1
OPEFJC0272120329505,180,627199635,2025-10-14,Kaiser Permanente - Patient - Travel 5 191078486 1
DRGLHP0272119616693,138,847449256,2023-09-16,Enterprise Holdings 1
GKIQWV0272119003692,129,512577870,2025-10-01,Hawaiian Telcom Inc Legal
WSUXAP0272119509734,138,935572142,2021-06-02,Waltz Engineering Inc
NWBWVJ0272120235547,147,563552021,2025-10-11,Catholic Charities Hawaii
HEUJWT0272119945530,147,592262215,2025-10-10,Hawaii Gas 1
MECCGH0272119933941,157,836865890,2025-10-10,Bow Construction Management Svc Inc
GNLTWC0272120448584,231,757316000,2022-06-30,Commercial Roofing and Waterproofing Hawaii Inc
ORGDVM0272120321702,180,581489720,2025-08-04,Foundations Hawaii, Inc.
OGJUZQ0272118848873,134,829429414,2025-09-30,Hawaii Honolulu Mission
OGJUZQ0272118848872,134,829429414,2025-09-30,Hawaii Honolulu Mission
EFNMFA0272119139230,145,805133265,2021-04-05,DEM WWR Ops Admin
QFCAIY0272119829561,157,670360692,2025-10-02,Liliuokalani Center 1
LNYFVV0272119497535,147,431746652,2025-10-06,Centerscale Automation Hawaii Inc
EGLPUV0272120044804,185,811362241,2025-10-11,Modivcare
QWPSZY0272119755445,69,615998504,2025-10-08,NAPA Hawaii
QVSJLG0272120091230,175,795899344,2025-10-11,MH ELECTRIC CONSTRUCTION INC
CQZJMR0272119748728,138,983053875,2025-10-08,Frito Lay Hawaii
FNGDZZ0272119850897,244,940674361,2025-10-09,Kenworth Hawaii LLC
YYOVYW0272120211453,327,797133190,2019-11-08,Koga Engineering and Construction
INKAAN0272119639315,254,983053875,2025-10-07,Frito Lay Hawaii
